Iteration,XGB_minus_RF_Test_R2
108,9.032261572960998e-05
109,0.0015505340563181091
110,0.003667035959154852
111,0.0043811537034873504
112,-1.095963966424307e-05
113,0.002180616691027648
114,0.0017621168762185224
115,0.00020827242450605077
116,-0.0007638470064924574
117,0.0053512838129172735
118,0.004078403846717205
119,0.002306864565894351
120,0.003662558981075703
121,0.0022215617713957636
122,0.0003574624821007788
123,0.003822472905311791
124,0.0028674133353823184
125,0.00347067104660026
126,0.0006223119434416446
127,0.002351138303789524
128,0.0018548096148583992
129,0.00041599241339695947
130,0.0030250329930752162
131,0.0026695206885998246
132,0.0021879201171493
133,0.004429097298700224
134,0.00543769595178456
135,0.0010039521845118804
136,0.0038477979642433935
137,0.0017894834014966499
138,0.002413677165254202
139,0.0032495082766323957
140,0.007542412883541405
141,0.0029271073863705865
142,0.003960836679896995
143,0.0026579918223054166
144,0.006113647311930981
145,0.0027130002583362067
146,0.001538616893879352
147,0.002764428412307729
148,0.0037194146557463226
149,0.0012479568048442413
150,0.004043718290734022
151,0.006658828102213299
152,0.0013196687004171093
153,0.002927271242529561
154,0.002785559943376925
155,0.004144460615231438
156,-0.001607611255053376
157,0.0008749197642464734
158,0.006929131842964842
159,0.004829596474519526
160,-0.0015041665408567217
161,0.0027007855241149015
162,0.005306579084358498
163,0.005879327139527879
164,0.0049002889948270845
165,0.004117688134892217
166,0.004155330973325544
167,0.0011345378057294742
168,0.000890623376855415
169,0.0002644183904427777
170,0.002495651394006426
171,0.003696175900946508
172,0.0029635323758988585
173,0.00250221953213825
174,0.002165381302867919
175,0.003839068829768255
176,0.0017112444866358434
177,0.004998575958908402
178,0.003922203876709829
179,0.0010132879817520424
180,0.002210379704004395
181,0.006609878053292606
182,0.006418968241216905
183,0.0036086475452625777
184,0.003374307948203259
185,0.001305336938513979
186,0.0012438200188460424
187,0.00025707486442472227
188,0.0015852182636838519
189,0.003249296129061996
190,0.004048811851661838
191,0.0030674052466788115
192,0.0008748473528762402
193,0.003767149887121457
194,0.0019700250518126516
195,0.003140835339944359
196,0.001990445874752056
197,0.003943532297250862
198,0.004311826127001095
199,0.002794163490368984
200,0.0026157724709710006
201,0.0037383480692012583
202,0.005671622677415167
203,0.004661553540716068
204,0.0012090839461683656
205,0.002050777636432688
206,0.007514845198887565
207,0.0005916920448649776
208,0.005612199459842926
209,-0.0006045800838443416
210,0.0013157598027261352
211,0.001872244459425021
212,-0.0014073493668009807
213,0.0012035908307018728
214,0.003216544907911456
215,0.0019392721486515274
216,0.005791090947523059
217,0.00010326994152287661
218,0.0008351337868238717
219,-0.0005539984573381673
220,0.0024952925334469356
221,0.002945441691922124
222,0.003940825597484876
223,0.0037013837899075863
224,0.0021854213961386426
225,0.0036053193095501035
226,0.006058432632766952
227,0.0016149213828348108
228,0.0036328417642578215
229,0.004952141250034958
230,0.002399562568811464
231,0.0017245989683722929
232,0.004107179422574658
233,0.003284696819352506
234,0.006879813302714366
235,0.0011864073640875938
236,0.004895518268377086
237,0.0021722597738265126
238,0.0038207792104065774
239,0.0033288290276836108
240,0.0011466694897227514
241,0.0007796675238649353
242,0.0016900987587160632
243,0.0041085202559186795
244,0.0043782836167112205
245,0.006082523311704113
246,0.0021373342605710555
247,0.004709532846276954
248,0.0033218844576777817
249,0.0023763869775629276
250,0.0012120042054419855
251,-0.00307207401640619
252,0.0043179544279099424
253,0.005765286622482435
254,0.003109846848318054
255,0.0025749870198428226
256,-0.002579558344285582
257,0.005997329544873753
258,0.0024031568616312837
259,0.003652217425502813
260,-0.003453793626578716
261,0.005368529487722595
262,-0.0004829107177357628
263,0.0026897052479641914
264,-0.0008123124030332551
265,0.00207833968737392
266,0.0020968107878887032
267,0.0010389381528672637
268,0.0026128350620379104
269,0.001553463679562661
270,0.002795826060763007
271,0.0026756858357753766
272,0.0014859577381988176
273,0.0020518908858557783
274,0.0029439775480684105
275,0.001960461315579032
276,0.003188339015247177
277,0.004275876577827464
278,-0.00011190638459401825
279,1.688198651972339e-05
280,0.00526702186012995
281,0.001509033223067835
282,0.0016462661616797325
283,0.0016415792271453622
284,0.0038327829426090254
285,0.0034277155584914176
286,0.0024379679721249214
287,0.002733584459640337
288,0.002251869513638316
289,0.0052394414614269635
290,0.0031120953887495695
291,0.00380930677010638
292,0.0025531672608209988
293,0.004138686982365192
294,0.0005433718056288006
295,0.0012635239910350204
296,0.004405951447857381
297,0.0012186989851370456
298,0.004256905735621319
299,0.00017075061805738034
300,-0.00036477242083643446
301,0.0027123231654790914
302,0.001846691658561661
303,-0.00018498060006866268
304,0.004376263132282787
305,0.0026833588019089527
306,0.003191681252660783
307,0.0050841236291384595
308,0.004774647772581964
309,0.0057381737200890015
310,-0.00044886667638932565
311,0.0010852895837076826
312,0.0038866506641092036
313,0.003084061523400017
314,0.0011445207402190904
315,0.0004792408330581699
316,0.0005341042152375852
317,0.007615982056784043
318,0.0005912045709670632
319,0.004112718347535571
320,0.002702998318955485
321,0.002320733414021281
322,-0.002965323615144566
323,0.00252429882944194
324,0.0024856126302793546
325,-0.00031223100684019123
326,0.0030531416969890035
327,0.002731262583536065
328,0.00443329272602766
329,0.000728494390812795
330,0.001892391297936502
331,-0.0010494822784601343
332,0.0019181788021380708
333,0.0014178864462990326
334,0.003905178875630244
335,-0.0005748531752323149
336,0.0011811676413809868
337,0.0032725946554174046
338,0.0034640884587797682
339,0.003367140547045566
340,0.006111884195055373
341,-0.00032729056945479673
342,0.0047177548486572185
343,0.006085634429424003
344,0.0035277386332819294
345,0.0024418650086017735
346,0.005682533877301554
347,0.00027977761702457915
348,0.0008315740760427293
349,0.007444576711306494
350,0.003955019464343734
351,0.003098063341185786
352,0.0032605203299905794
353,0.0004732621474949905
354,0.0006942144516687287
355,0.0025657047944568356
356,0.004124865875103523
357,0.0015885926055634325
358,0.00021713626295993826
359,0.00156293683991382
360,0.0026383610659179713
361,0.0022535630556315134
362,0.0018011402662678755
363,0.005577113342125517
364,0.0028055585698265606
365,0.003848761803975531
366,0.0027414018994095235
367,0.003355091017679279
368,0.0005474235142162165
369,0.006410639670092699
370,0.0015197619437866683
371,0.0013364200988815744
372,0.0029382137679524467
373,0.004636080739798487
374,0.0006592183679147157
375,0.003027705423216176
376,0.0011455719438613343
377,0.003200613911999328
378,0.004580018461669777
379,0.0025421055421396277
380,0.002742764714086743
381,0.006030304858921864
382,0.0002988667845256199
383,0.004690722959602711
384,0.0021966655543641522
385,0.002153498598390091
386,0.0035867929255468667
387,0.0034108702397799284
388,-0.00018489949905642344
389,0.002483464928686452
390,0.0007626206310231698
391,0.005036038184738634
392,0.00044032530023985217
393,0.002847643362817287
394,0.0021016947781042905
395,0.0038714393871650543
396,0.0020119678021971454
397,-0.000539726061067336
398,0.0004914537303591926
399,0.001973374408908324
400,0.0024436758616120935
401,-0.002557427661761036
402,0.0018847299000271933
403,0.005813644348148905
404,0.00482961322725961
405,0.0020794231910686856
406,0.0037770663557463724
407,0.002003745212431407
408,0.000924167579971602
409,0.000570206468021861
410,0.0006780086420438147
411,0.004761565551875013
412,0.0039281334424753345
413,0.0011877058581827304
414,0.0030922485165920666
415,0.0016508286312426623
416,0.0030555875426440116
417,0.001707390027367417
418,0.002692368721753269
419,0.002339895135672343
420,0.0025658911477889346
421,0.00494261179038058
422,0.004648547285462934
423,0.004981250821770922
424,-0.0008879418604683664
425,0.0010679135329288991
426,0.005597128148590036
427,0.003008985076265347
428,0.0018098084208331144
429,0.002790880300509224
430,0.0010583704010114214
431,0.0033737227785222146
432,-0.00038946800235417633
433,0.003525038599225372
434,0.00395491195228348
435,0.005279051881419972
436,0.0012355210914013481
437,0.0012394987038630845
438,-0.0005801073256881395
439,0.003415029617988119
440,-0.00019041214255710592
441,0.0030103445878825186
442,0.0043111513036319105
443,0.005245572622443073
444,0.00449905990682109
445,0.002906908921874618
446,0.0019449203113661717
447,0.00590454224272996
448,0.004268157122858662
449,0.008000074429611592
450,0.0012958320327223216
451,0.003066392133253326
452,0.0032340439845165436
453,0.0027908175241116995
454,0.0012559817284288899
455,0.003202203991060859
456,0.004194115081832206
457,0.0021071736176290212
458,0.0035030513913354433
459,0.0027232506748657848
460,0.0033440892964924362
461,0.0006754061489465668
462,0.004497594084492684
463,0.0007625611329662441
464,0.0029970411842931144
465,0.002750363976345205
466,0.001439354090130296
467,0.0016581079967548096
468,0.00408875753414184
469,0.004286881150972532
470,0.0035349054840959626
471,1.3345805375264419e-05
472,0.006351718868421896
473,0.002016089318001235
474,0.0013850529273424783
475,0.002481312308860506
476,0.0023521278798103173
477,0.0028129694310738973
478,-0.0002872333995611598
479,0.006361382185048781
480,0.0042566596090669595
481,0.0028745677663931657
482,0.002390510489477027
483,0.001970734932372209
484,0.003932092106935792
485,0.0019461543115777413
486,0.004800674621466827
487,-0.0002900730709598509
488,0.0025369230310725577
489,0.00044462327611027863
490,0.003052399983337728
491,0.0021962846959893145
492,0.0014763357867418891
493,0.005218439214559778
494,0.00034851685388692655
495,0.005206855001946953
496,0.005299979111844211
497,0.004660369660175245
498,0.005278651521041233
499,0.0027075676827688078
500,0.001931241858240007
501,0.004847965389724984
502,0.002910130310244674
503,0.003757407619531583
504,0.0007767371503873965
505,0.0020363016515725363
506,0.00668388644233775
507,0.0025050002859717813
508,0.001855959173353794
509,0.00339871670427061
510,0.001422758828244941
511,0.004842838206313926
512,0.004862381715600161
513,0.0016549228307725095
514,0.0010626144332378518
515,0.005336896803973978
516,0.000995293816669518
517,0.003923176161171327
518,-0.0013332714161424786
519,0.005005667074485576
520,0.0023870967442648494
521,0.0020421130480205996
522,0.00020588080190864222
523,-0.0011536033035932647
524,0.00029060317025086935
525,0.000828812159821557
526,0.0032300719667186506
527,0.00485129486447633
528,0.0024701171585925774
529,0.0030246461036499417
530,0.0017828401014330364
531,0.0026286115995854953
532,0.0020943049536966685
533,-0.002154574542133525
534,0.0027506445905253196
535,0.0014304462219192349
536,0.0012735250425122135
537,0.0027511628710417124
538,0.0028296250072230578
539,0.0045109740144442245
540,0.006511137844855686
541,0.0022517291995372
542,0.002736465838980573
543,0.0014979739789089397
544,0.0020756145456626296
545,0.001027129916134073
546,0.004281615650017834
547,0.003997264217378227
548,0.0004364481517507013
549,0.0023108303543301068
550,0.0006954988090075442
551,0.0048623390049837845
552,0.0026385728322918522
553,0.00022923023043608381
554,0.0041969935713148665
555,0.005776855145092963
556,0.0037796735747598342
557,5.363592612273038e-05
558,0.0032165052731217836
559,0.004016530400182017
560,0.002483807353296452
561,0.004872024843498801
562,0.0002183372016619778
563,0.00549984750243393
564,0.001339389879395192
565,0.0021990136059848453
566,0.003245487454384577
567,0.0025291561765570236
568,-0.0008110547499035059
569,0.0035106948746356226
570,0.003565630546565779
571,0.0026375931984774503
572,0.0042259605919794385
573,0.0028596874133366423
574,0.0032596494655986463
575,0.0015832464733718243
576,0.0003592687400513217
577,0.0025221503449073257
578,0.0010326186174904883
579,0.0022290901219905734
580,0.0017754645973354632
581,0.0004976704756333161
582,0.0045988804804926176
583,0.0055095074500221
584,4.1612381705524726e-05
585,0.003597022372560321
586,0.0030259592050849715
587,0.0024419528703291116
588,0.004849848613607599
589,0.005952339237426552
590,0.0032553995198598695
591,0.002599729365653225
592,0.00242591117152402
593,0.0028977291801017824
594,0.002803023411978689
595,-0.0016302377982754246
596,-0.0005049183679866065
597,0.0016079578171371844
598,0.0026955385497801077
599,0.00534740630814956
600,0.002632026658520248
601,0.002146873634119806
602,0.0021397278056415336
603,0.00217912859919156
604,0.004211675044995866
605,0.0028896263992530535
606,0.003707219353885849
607,0.0037496847343685413
608,0.0016675963407903893
609,-0.0028476134086155014
610,0.0005914882641827601
611,0.0023204847235781534
612,0.003724309420284122
613,0.0016930843049086652
614,0.003053658475906218
615,0.002920084652229704
616,0.0041584342286227205
617,0.0006690114826337634
618,0.002364910873777437
619,0.0021361903715364505
620,0.003095904678957484
621,0.005816729929754794
622,0.002039835753100072
623,0.003261168693056149
624,0.0032357904421983497
625,0.0004973521031415018
626,0.0025402588002882975
627,0.004980920370121322
628,0.006148807179295446
629,-0.0009898293713137551
630,0.002712444418074167
631,0.0037354594454802603
632,0.0029922963208222075
633,-6.204730063530395e-05
634,0.0071341580795115656
635,0.00015081570304853464
636,0.002129333150413526
637,0.00227825701905493
638,0.0018678539550520679
639,0.0013592592236587597
640,0.004671140411504071
641,0.005123670240548273
642,0.002119987927599154
643,0.004096994595167436
644,0.0048404698504342925
645,0.003170725612566039
646,0.003272461111680114
647,0.0025552746582349073
648,0.002626615243161101
649,0.0060985985432420176
650,0.005713565517082575
651,0.0008538046806375599
652,0.003853177645584571
653,0.002971426158683066
654,0.005317281694043441
655,0.000144049231939114
656,0.0025011375715123796
657,-0.0003199437499087354
658,0.003274894452114596
659,0.0007979148528520774
660,-3.140153544101132e-05
661,0.003965330268882461
662,0.002775590226571145
663,0.006499465188758435
664,0.003477638451078402
665,0.00025001521255341164
666,0.0036787392692790855
667,0.0036510932224164128
668,0.003823678566761024
669,0.004876733940686773
670,0.0037452515938259934
671,-0.001994633559109893
672,0.0013289245462835275
673,0.001318531335914308
674,0.003669843145699292
675,0.0061098511355992535
676,0.001837602084252099
677,0.0070801483314432145
678,0.0025297365225849244
679,0.0035781205322189535
680,0.003748486009913843
681,0.005458547071901632
682,0.0023135102791677076
683,0.003619583208445576
684,0.0013801681080822803
685,-0.0005699512936779838
686,0.0019467443815410768
687,0.003683376141221828
688,0.004818151397834591
689,0.0004167676434575496
690,0.004460837464644429
691,0.0018001158529795669
692,0.0019643949231128444
693,0.0023448872188622794
694,0.0028572590040715218
695,0.0018965716068419791
696,0.0009027052492042165
697,-0.002326075975298436
698,0.002497736436563258
699,0.0019066643628267155
700,0.0036796206805059795
701,0.001220327574565916
702,0.005632835669437619
703,0.0044250866192369065
704,-0.00019973669627904034
705,0.00245360227403979
706,0.000805353303181211
707,-0.0003427011543651881
708,-0.0009435053114017489
709,0.002324774570517274
710,0.001190736936904191
711,0.0016558573376014296
712,0.0005458497366241932
713,0.00012173009238891641
714,0.005145700556714705
715,0.004493523624914619
716,0.0002149199286647363
717,0.004749425420343623
718,0.0022947611400528922
719,-0.00043888738341091305
720,0.0025883667478385775
721,0.001501956851584496
722,-0.0007895245618811941
723,0.0016980837325704101
724,0.0012980052075458604
725,0.004592101739230969
726,0.00024176787430119084
727,0.00415994575737666
728,0.0009429705090333584
729,-0.0002083598880773252
730,0.005219039867924824
731,0.0023210161715885302
732,0.0006265716693575341
733,0.003994470088636293
734,-0.0013366279432902584
735,0.00861403399784888
736,0.0033813494115166876
737,0.0013579408221635614
738,0.0013569104920103658
739,0.005399531352139553
740,0.0034848777599751912
741,0.0032497223916250206
742,0.000507569627699711
743,0.0026408924757310714
744,0.002122433490452158
745,0.0033064921486899435
746,0.0014254646588854891
747,0.005252204694558338
748,0.0025158890044820748
749,0.003679527170605823
750,0.0019116645540425692
751,0.003507799627132435
752,0.0025932727374917697
753,0.002069209353604551
754,0.0056986840641648495
755,0.0031523058968466744
756,0.005445356236371435
757,0.004433786984612831
758,0.005324209711864425
759,-0.000493199198604577
760,0.0025060553948093034
761,0.0016347097245107411
762,0.0017201400792563604
763,0.004799787425778579
764,0.0016888102664807114
765,0.0015892077514488845
766,0.0010022193804943846
767,0.003729903430137016
768,0.004581932364830399
769,0.0035538856168555455
770,0.003889026497279069
771,0.0004967109703297723
772,0.004923549616007383
773,0.004198747862789731
774,0.0023984035479789334
775,0.0033102811033397517
776,-0.0011341357381589035
777,0.0062015933109839105
778,-0.0008959786826481242
779,0.0025086060743517713
780,0.004565160693067005
781,-0.0009302235294726957
782,0.0025615946656774025
783,-0.0004893355851940395
784,0.0059219386983451194
785,0.002384851553778544
786,0.002908020038530079
787,0.003839928217672872
788,0.005019373442611164
789,0.0029311574523833706
790,0.002690581094330291
791,0.0013182846054196062
792,0.0021710500025460266
793,0.0026476996092550387
794,0.003816124934976184
795,0.0006989519515437914
796,0.0012880838792378446
797,0.007093826379776624
798,0.0007550700910553543
799,0.0032019043650570733
800,0.005480200758402498
801,0.003914766237056111
802,0.0004009489730008031
803,-0.0005060063069501908
804,0.0034384365946598106
805,0.0038034637406683114
806,0.0039920109754182365
807,0.004313720462378212
808,0.0022591410797061506
809,0.0027310201158292635
810,0.004344022697358896
811,0.0008147665495140677
812,0.0018745892710617662
813,0.005290413214901868
814,0.0026232923021369814
815,0.001333129772122632
816,0.0028641157582618426
817,-0.0003243164414552524
818,0.0011158788272891407
819,0.0018333781775522473
820,0.0020313710534080043
821,0.0038597951867608282
822,0.0025108986302514458
823,0.004120666677094764
824,0.0026483224515262416
825,0.0012955131591526614
826,0.00278147115751215
827,0.00191383780897747
828,0.0017544374248446015
829,0.0017642747607027331
830,-0.0011297140938748562
831,0.0011955443010362998
832,0.00511686063876704
833,0.0036582502146293994
834,0.004580755375460099
835,0.003251334847601095
836,0.0009663215806418046
837,-0.002021511618134575
838,0.002108807095991261
839,0.004471532892209251
840,0.003638318328111678
841,0.004088446004879898
842,0.0023994827269305796
843,0.0007101371979829629
844,0.003994412534521041
845,0.003781600331314361
846,0.005335937825208137
847,0.002377791397161211
848,-0.0014952335553675145
849,0.004260572164363818
850,0.0004181053606613361
851,0.0035884474137748423
852,-6.231092399433535e-05
853,0.0010966867820129123
854,0.0042031411849871025
855,0.0015948082420529364
856,0.002056326489226157
857,0.0015617883677094824
858,-0.0011610450803885008
859,0.00296623381901151
860,0.0017652191624486502
861,0.0022676388928332125
862,0.0024559596800447503
863,0.002484787514671405
864,0.00037166767587348826
865,0.003058237253029894
866,0.00432875478210637
867,-0.00046109347970457737
868,0.0008737559042515386
869,0.0030122384507829114
870,0.002813173304064165
871,0.004637456543277629
872,-0.0004742707056651918
873,0.0019040179898993648
874,-0.000867712315246072
875,0.0023925842484738835
876,0.003967812932568426
877,0.0019320758826619766
878,0.0017216707615146376
879,0.003538908702602761
880,0.006422571729410631
881,0.003444306319943413
882,0.002853348907607911
883,0.0021355834472794877
884,0.0036415899086629233
885,0.00027664483534350914
886,0.002596921935574925
887,0.002994196292298912
888,0.0025647416608112206
889,0.00029647010082700653
890,0.0031102938442363337
891,-0.00022599729040762018
892,0.002547204666884073
893,0.0011788481655521377
894,0.0020997705238390285
895,0.0003233844698475874
896,0.001683121394819187
897,0.00021230378428183094
898,0.0038050578014460212
899,0.0035538889992555722
900,0.0018893445037013734
901,0.004390114768299425
902,0.006717002082518353
903,0.001914449611788438
904,0.006406546107526334
905,0.0028259964872201504
906,0.004241841421748771
907,0.004809580508038369
908,0.0012270819501940533
909,0.004521995341447926
910,0.004904273938948656
911,0.0024865391730661823
912,0.0009470759748623214
913,0.0020490114530415937
914,-0.0013510289331154501
915,0.003417875337536236
916,0.003626866637391757
917,0.00442671964887531
918,0.006744179504620584
919,0.0040118559463974135
920,0.0028336274191118616
921,0.0024032495491339567
922,0.004356281786090488
923,0.0034756575697663106
924,0.0023881739756261844
925,0.0022827449960139967
926,0.004035299704344908
927,0.00606835312560372
928,-0.0020636398240840848
929,0.0005893075267466852
930,-0.0034933548110247514
931,-0.0016127036586732757
932,0.00042261893390016514
933,0.002057795191595546
934,0.005381227966541169
935,-0.0011175128483496
936,0.0037123104365945903
937,0.004958851195975167
938,0.002827437774365671
939,-0.0013702262715852287
940,-0.0018015854246585805
941,0.003627162938362072
942,0.003059519312234027
943,0.001789995574037917
944,0.003720084918672595
945,0.0033379810837216306
946,-0.0004395515852037013
947,9.834476122050351e-05
948,0.0002445704148279493
949,0.0058579992560168215
950,0.0013474365505239394
951,0.00358884779920432
952,0.0018020315118342234
953,0.005092781522304302
954,0.003802327907156733
955,0.004856871415646169
956,0.003334748504939533
957,0.0009672659051145338
958,0.004886370515839511
959,0.00048372457224010734
960,0.0004775274086548098
961,0.004054742967427805
962,0.0068082909186322205
963,0.002182142193779324
964,0.003227743373852676
965,0.0009714659018082994
966,0.002771743973794538
967,0.0022103569318643324
968,-0.0005145736972822501
969,0.0035859396962749646
970,0.0011554139148709508
971,0.004074036703219597
972,0.004782800242158158
973,0.0019100698478206057
974,0.004585706125489475
975,0.0030452342969381485
976,-0.000241234506733079
977,0.0048681853532366315
978,0.002608520371276235
979,0.0022678696950505506
980,-0.0030537807506954007
981,0.00030406746694411346
982,-0.0007308758545022664
983,-8.869468355543475e-05
984,0.0029966625658649493
985,0.005479330563999518
986,0.003010379377546113
987,0.0015669238087562265
988,0.001991183655544626
989,0.004307162905170525
990,0.0017190053161955099
991,0.0029254245889428487
992,0.002562274337596815
993,0.0037903305322530834
994,0.003646899564270223
995,0.003573977470122669
996,0.004746485005183598
997,0.001380098317758316
998,-0.0006675882952575929
999,0.002031765170514066
1000,0.0038502395581245796
