Genus,N_Test_Rows,Clockwise_Order,Display_Variable,Model_Feature,Category,SHAP_P05,SHAP_P95,Absolute_P05_Plus_P95,Robust_SHAP_Range_P05_P95,Mean_Absolute_SHAP,High_minus_Low_SHAP_for_Display_Variable,Feature_SHAP_Spearman_for_Display_Variable,Decile_Monotonicity_Score,Previous_Association_Class,Association_Class,Classification_Changed_After_Audit,Classification_Reason,Plot_Color,Feature_Share_of_Genus_Absolute_SHAP_Impact
Pinus,219,11,Illumination,lightemiss,Atmosphere,-0.0476019993424415,0.0258741680532693,0.0734761673957108,0.0734761673957109,0.0165685880345826,0.0146422430489045,0.4377908846821911,0.6303580693610866,Nonlinear association,Nonlinear association,False,Material decile reversal: monotonicity < 0.65,#B9BEC5,0.05784092264399518
Prunus,116,1,View factor,avg_svf,Structure,-0.0686886813491582,0.1006717607378959,0.16936044208705409,0.1693604420870542,0.0450089048024202,-0.1102159084302598,-0.8214218440000844,0.8981097283018878,Negative association,Negative association,False,Directional Spearman and decile pattern,#9CCFAE,0.14311501144532263
Prunus,116,2,Diversity,Mono_Rate,Structure,-0.0496247438713908,0.0491617750376462,0.098786518909037,0.0987865189090371,0.0277956087248357,0.0706748462122886,0.828613230219851,0.9583830715787178,Positive association,Positive association,False,Directional Spearman and decile pattern,#1F7A4D,0.08347778034875067
Prunus,116,3,Density,Density25,Structure,-0.0576122654601931,0.1947281695902347,0.2523404350504278,0.2523404350504279,0.0666739215385264,0.2066166989317956,0.9508827227680176,0.9981501007153025,Positive association,Positive association,False,Directional Spearman and decile pattern,#1F7A4D,0.21323576984876208
Prunus,116,4,Park condition,type_Puisto,Structure,-0.0216004494577646,0.0495861107483506,0.0711865602061152,0.0711865602061152,0.0141222214968303,-0.0524855335921085,,1.0,Negative association,Negative association,False,Binary indicator: sign of high-minus-low SHAP contrast,#9CCFAE,0.06015492905606962
Prunus,116,5,Moraine,soil_moraine,Soil,-0.0009745429561007,0.0058738953666761,0.0068484383227768,0.0068484383227769,0.0035122890628905,-0.0397249105505276,,1.0,Negative association,Negative association,False,Binary indicator: sign of high-minus-low SHAP contrast,#F3A187,0.005787150274696336
Prunus,116,6,Infill,soil_infill,Soil,-0.0216148225590586,0.0238726339302957,0.0454874564893543,0.0454874564893543,0.0153283691415081,0.0305302535660412,,1.0,Positive association,Positive association,False,Binary indicator: sign of high-minus-low SHAP contrast,#D84A36,0.03843836125998266
Prunus,116,7,Bedrock,soil_bedrock,Soil,-0.0296632987447083,0.0318377669900655,0.0615010657347738,0.0615010657347738,0.0199031178369829,-0.0414597545835621,,1.0,Negative association,Negative association,False,Binary indicator: sign of high-minus-low SHAP contrast,#F3A187,0.051970375242687765
Prunus,116,8,LST,avg_LST,Atmosphere,-0.118883179500699,0.0452278908342123,0.1641110703349113,0.1641110703349113,0.0277459738928631,0.0483536767404012,0.3838591995969919,0.7435099088351573,Positive association,Positive association,False,Directional Spearman and decile pattern,#187CAD,0.1386791237661767
Prunus,116,9,Radiation,avg_radiation,Atmosphere,-0.0949153061956167,0.0611068969592452,0.1560222031548619,0.1560222031548619,0.0414245794380459,-0.0939606722872824,-0.8205220861163165,0.9023269056361952,Negative association,Negative association,False,Directional Spearman and decile pattern,#9BD5E6,0.1318437712789801
Prunus,116,10,Noise,avg_noise_day,Atmosphere,-0.0436294050887227,0.0269209439866244,0.0705503490753471,0.0705503490753471,0.0212342351302956,-0.0441036152151067,-0.8216281731155046,1.0,Negative association,Negative association,False,Directional Spearman and decile pattern,#9BD5E6,0.059617310222890636
