Contrast,Development_Observations,Test_Observations,Development_Trees,Test_Trees,Biological_Baseline_Feature_Count,Full_Model_Feature_Count,Biological_Baseline_Test_R2,Biological_Baseline_Test_R2_CI95_Lower,Biological_Baseline_Test_R2_CI95_Upper,Full_Model_Test_R2,Full_Model_Test_R2_CI95_Lower,Full_Model_Test_R2_CI95_Upper,Combined_Period_Environment_Delta_R2,Combined_Period_Environment_Delta_R2_CI95_Lower,Combined_Period_Environment_Delta_R2_CI95_Upper,Combined_Period_Environment_Partial_R2,Combined_Period_Environment_Partial_R2_CI95_Lower,Combined_Period_Environment_Partial_R2_CI95_Upper,Bootstrap_Repetitions,Bootstrap_Cluster,Probability_Delta_R2_Positive
Height + species biological baseline vs full period-controlled environmental model,38934,6845,18926,3341,12,26,0.5587320177992345,0.5406339843917338,0.5758600897234991,0.6105719816629462,0.5935070371184481,0.6258724433901142,0.0518399638637117,0.044120649049837285,0.05927510336515328,0.11747954974019803,0.10147295993071044,0.13253870522077282,1500,OID_,1.0
